Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Flow Bytes/s,Flow Packets/s,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Label,Timestamp
443,45259,23,4,4640,3753,46732,51,163.50248491243624,562.6278052398155,817.6454785988768,147.20878865289887,974.9788961870609,22.19119517389312,813.9809592320012,474.97989410035336,597.899802555738,933.4410688507865,562.8672126244749,254.83171769701883,374.60534012805135,687.052864412041,920.8347919884194,562.1512324346561,376.07098689118226,218.39126452679292,355.7259476923156,336.629874449989,255.98767487629402,888.2016460406101,104.17700060811896,825.2485803481053,450.171668124542,780.0654012648158,552.5968590520392,510.6506973835719,909.2441321197737,332.57787722999876,894.6132344279525,418.28090865006686,BENIGN,2025-12-05 08:49:28
80,269959,21,14,567,188,7795,5,928.7256699137143,216.22760499665063,355.1212921610861,383.15180971381045,451.9231801285878,384.0974733763337,901.3433111493075,206.97480482212316,44.83335085288442,638.7870096496998,755.6973866851915,500.71398060949235,574.3350101725531,199.4324939315053,749.7385620398237,27.367568389778274,371.62667847860274,98.82961293148429,729.6127529022851,871.0314701636931,659.0823765283745,199.42184816240072,571.8834772045055,749.6035524787778,788.9910725305231,896.3633058231834,575.3846979438425,641.8541342052569,181.92247255108674,190.07766861675623,92.12244255672341,900.8391291283203,DoS slowloris,2025-12-05 10:09:34
3306,43928,36,47,3432,1205,71072,30,948.57390577097,879.7480445263179,478.97228107847457,164.53581886612622,427.7259549021746,186.43607260043416,903.4861178353727,983.8289534217344,943.1503536644781,664.3261198908643,392.08338183124334,454.15437632349045,828.7222391963846,733.0191158042744,317.45977151947756,647.5561381003951,46.00134183541038,327.32514105916124,682.4451148231603,694.430356435822,629.1170937522473,154.8283663411715,458.5786436265509,61.244595712897755,765.1354870324826,27.455206251768004,852.8893093396084,72.87415895884553,65.28830546132835,466.90125106765976,49.96504543909541,897.3845910959554,BENIGN,2025-12-05 13:48:13
443,29349,22,5,1992,2493,83394,45,252.63314495114986,583.3628031332106,664.2228682777649,420.8081470557712,293.5345946474297,516.2917347555511,582.4171562190287,259.43358426616294,558.4983007827446,905.9635646555479,457.5641860023719,810.5227397175606,380.838599284961,573.4359737206951,88.77885945593822,600.3469821148198,512.1828691638311,543.082470509187,516.1375772490148,109.45185085921882,562.4749801736975,718.972986463046,460.66631917927526,189.4968273639658,280.5132897720729,427.7045010891817,265.6502979767419,509.51724904070863,866.9850738851511,491.63663366971264,393.91513783503626,924.9472599871893,BENIGN,2025-12-04 23:16:59
21,18279,14,29,242,1463,48418,67,153.47466994822457,864.7684584419034,545.779423740531,800.4464598803046,475.4410099134844,262.21797865309804,801.3019560308725,70.05729850638542,347.06948929861016,722.5638069516611,531.9873428616556,557.7686514322239,468.41369370109953,368.0110882263411,589.4587260795869,792.8760852246826,750.7529250872084,174.3420991050849,497.21584263516115,346.3387763121212,331.4626675060534,114.13805047130899,704.2041337435678,438.17313517951493,653.466435996878,821.8619357340212,226.64615659109455,272.0500546132264,34.2234716159564,954.0990405628648,425.6263669392405,427.22058216064875,BENIGN,2025-12-05 17:23:52
80,8805,12,31,757,2249,99756,71,842.1503450689493,3.4506602246112683,41.33154423855956,509.79971565212134,616.1548590083322,224.5098949369566,622.3983902589673,762.2503246374185,751.7384187550936,565.3514873934035,333.1073915515367,960.9677451474719,992.9317265916476,106.54189260499258,994.0192982929204,54.391026801213215,996.113816848091,333.33213403070226,966.815091519113,669.026571143907,4.440970699255753,950.5951819391335,303.5989768877737,707.6537858872945,809.3325827633267,480.2778084175472,176.77173268868196,132.42478161068016,474.0644381358058,480.5806519661382,480.5676690966316,509.66753161811374,BENIGN,2025-12-05 04:10:48
443,8566,44,41,2295,2820,26562,92,445.24980035403104,901.3799587645412,781.181519649593,586.3088963836143,17.30649339260959,33.281051912594116,39.29329342775778,263.4118200859158,651.6557776380064,93.1034016851997,352.3490315619713,682.2422578359051,53.19419638345235,453.4531338426364,210.7015734983828,895.982368931511,544.3535521944013,922.1228222211257,401.70749803199135,740.8799601580613,249.34158551751818,572.9272299440278,41.024289624819524,391.03238089608084,909.8634213490088,872.7649178296234,119.36171122177308,90.91968662112649,348.2742424327262,435.34271445884576,688.7570478713598,309.97621428747766,BENIGN,2025-12-05 11:15:32
443,17697,594,94,81268,3805,4509447,5835,853.5821087742355,618.3488482786437,846.2829359362455,605.1396349016055,592.3543179905497,553.3312703153891,468.43785978682126,200.94386250361228,961.1854435405306,256.4791641057466,103.7018381660898,498.32066803041386,920.8849645453106,899.8333442785106,522.239110414869,24.789145139738068,217.05439946675887,26.353581066917876,638.9379315856178,590.6951948398446,653.0503253275356,180.29476252434873,800.7016935947947,327.08320191691996,200.1795620656086,522.6304652831163,10.24378421935268,383.04477186826915,764.3227719405919,113.1547541156387,307.0879557470736,172.96518735909504,DoS GoldenEye,2025-12-05 14:59:11
22,2631,16,24,1260,219,74051,44,650.3428568138327,712.7016898611845,181.59014460068667,456.3495070996757,478.29234866346627,945.6574103558761,217.23747513436388,561.6416275352541,578.5148008901349,696.8722420969182,125.1791109537308,934.1409039761103,387.15181543816493,921.9943169321109,118.31615107869075,215.03299133480724,717.2939260228734,265.9875236764604,771.368980607174,545.8339271638209,940.4522213081965,551.078724722599,20.31086320235298,390.9708844907501,947.0916316690694,352.90891763359275,140.26906901541003,196.2254145294825,144.63267434717352,188.96400234316013,492.4958874157741,885.4802739748368,BENIGN,2025-12-04 22:53:15
443,54742,23,18,6258,2916,67326,42,89.07193148907744,269.30426150082855,27.141632041540742,347.6945662793437,447.64012569999636,578.6522790525082,790.7682596579557,102.55012355145831,457.73292446779755,160.09042697334374,619.283018437681,816.2516015947555,56.914998030306975,552.9630634743902,571.3861005042506,998.4508160681114,849.785070291087,530.5695075829119,237.87164261927185,941.7127064666117,330.8566459019955,315.11560803753116,580.8880916227437,736.25159555413,754.2364377864577,678.8683255273683,945.0805262129678,425.8447667081624,71.64012944742093,929.276199515604,178.87941294673692,526.9593971464946,Infiltration,2025-12-05 15:17:56
80,24256,32,43,790,1824,89338,45,889.4575886934734,285.451308756804,706.5167323315582,37.5275240391223,872.7742626651734,261.60214352091384,712.3616710924582,991.5347205662416,933.0348055091889,601.3691738316875,920.2707453457224,833.5935212852047,469.2954724691688,611.0773476158703,17.009818783440544,999.5766307471058,959.7019432988359,576.0705170788317,995.7406506579979,924.3601295086606,187.45577646399315,324.96256118948395,862.9635897463214,258.30603320294665,169.03093507453005,101.93420837436994,8.868444070770698,46.59473708685113,656.7089736385918,385.08719772983244,50.17700102006073,300.93111126235306,BENIGN,2025-12-05 09:33:33
443,24896,30,22,1792,642,77861,57,83.01044387367563,734.6848294711677,94.19329716700587,987.7910756283312,541.2909380860956,752.5158445285899,305.65144068484165,499.34130670278455,629.0878068993064,689.9549174116263,386.0910821684235,721.7775415051786,721.7757982134501,343.9174554349734,231.0007470670734,55.47120508052061,162.63589189519323,213.64380249989313,451.7182999467851,291.4694539145074,696.0396513906838,609.4640375632597,618.455169822702,874.1189000414299,715.4538015756359,281.4684596805609,822.6409412894601,580.5661287717701,751.0002827934063,428.8880052004247,860.8811609854147,772.8741979363068,BENIGN,2025-12-05 00:19:05
22,43765,21,36,4276,1269,84261,53,919.1044028659695,570.7031581406467,510.62825211865305,557.3082589634063,606.2890125018716,255.58134119563937,429.61373162380244,51.45992421308665,795.3772286678367,270.9595380479879,749.2764978769703,916.200223116093,712.9832386331309,729.8547626900014,866.8088606641533,244.689751452141,140.69669766962244,405.4368693151714,263.36948372982084,430.15639822119846,913.2769324927289,322.4316986779252,975.3327498417542,196.38480498471355,338.4004110102863,962.3783622826178,430.84684653188,370.4766448871878,789.7061862424918,236.08314767019166,916.8760684606468,576.6453592721372,BENIGN,2025-12-04 22:58:34
