Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Flow Bytes/s,Flow Packets/s,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Label,Timestamp
443,42371,24,12,971,2409,42916,51,91.52755818446079,123.06636593704955,756.6839274239792,346.6849549798201,418.7125127867527,449.4290273020666,545.2553608695271,280.2237833641111,335.25281462401625,150.28004615340106,242.6278704027066,245.19996024144896,744.8885955319386,198.94937880355113,177.08297632583026,25.887315947818013,973.9428665616498,78.58349366426532,630.9165023777566,12.755270716944711,132.5200437721139,982.9791760491306,56.66623387248093,785.6706710829203,529.2413803749874,59.62857957787915,762.6952186212711,120.19863773180973,599.8380353231544,833.9987066523762,17.045034898754974,513.331101108864,BENIGN,2025-12-06 10:18:41
22,20783,14,5,3992,3432,83341,23,170.4898779739962,932.7421522321646,743.5705467424301,542.7602838424312,337.5370563683983,956.311505756812,967.5484014086987,852.1751565816635,384.2743341618169,237.07718022539183,316.10869418818066,413.88677280737693,436.4917948667438,947.2146693062097,174.3822957305754,106.8385781412321,251.00403644604674,243.02020662465185,973.7765829599164,134.04584005301768,614.0324916065063,225.8237099490651,357.3903045706186,198.8177076083023,892.1160474749407,724.9777489718144,187.94432060130896,162.82648401808265,382.7187575187002,842.3483200072126,780.7141426177792,871.1565811723615,BENIGN,2025-12-06 17:44:56
80,21504,28,49,2759,3522,47602,67,541.6913876989468,717.4442361343581,539.8504715651438,347.8328308993038,428.95911501108765,362.88529835696835,435.46515992546017,579.4226835503248,948.54015364887,669.6493839021365,337.2441053702605,17.735601978804528,467.5910495716623,761.4241542392323,386.6920296883379,18.65598757039011,807.9849555879265,751.6177703516979,636.6997586759327,941.5659454887569,963.4587935586086,135.60359382910104,621.7587293698816,215.95455021879317,892.1077949127214,377.444488206892,373.55563669033864,239.66054052463483,382.5394744176817,216.66518338186626,153.65034250606914,491.9186675152971,BENIGN,2025-12-06 15:43:59
3306,40099,16,6,3685,4512,14624,46,501.91033157143573,899.8823220736116,693.0318326833756,721.5978232828702,689.798237618781,551.9525383464008,468.4709072500348,50.19112616136323,643.8981819485803,945.1304655041132,79.57734138591033,111.65971554850319,952.6195378268948,59.48378696005907,640.7510452288769,200.0989344922699,552.7761058433778,531.1144333490322,389.45930891093184,698.1963837401995,967.2198426741938,696.9226684027844,884.0785935683986,996.5241595973658,692.361589598694,546.9325586357502,153.11673768158497,168.26648283220146,516.7858771827783,870.5203380281147,213.19323660253707,168.15841660975593,BENIGN,2025-12-06 16:34:16
80,43961,16,29,801,2313,41398,50,574.8191604377132,312.4489858135591,382.74702237439385,680.2700753172552,475.71059167225695,425.1160502026682,932.3768480591815,754.7638990384467,388.36344788831525,204.3709218112516,449.3705381070343,230.9680035048689,812.4455702976501,876.0341123307386,839.7487652356452,204.5121200555472,636.8630028762362,289.64792211691105,534.0123594768444,619.7550524628319,622.2245771808834,833.3086304504203,730.2415051183657,761.579229584815,294.4734177389614,257.6652809915624,673.8753150953339,199.39773007003015,436.5837016402343,53.39829947511765,919.2114046015841,458.0994162639338,BENIGN,2025-12-06 18:06:45
3306,19234,35,26,1718,792,90997,79,109.87035004532608,906.9588856628836,607.2944025691552,577.2734021152146,772.7769248370041,415.3940829276428,482.7105628982898,514.7444216558088,828.5157642747644,39.84904595335648,629.173428543948,512.9910473986524,569.6354210495828,945.4252751527416,304.98961051812756,343.56358214330817,826.7590474471351,82.85359977190387,416.3160134235514,908.133842458741,117.57981565299436,952.9352947199665,928.8409122614655,493.07994004642177,270.4863201582557,793.6328412248184,689.5007431389076,971.7168753567071,152.38958133941804,83.54392718626357,704.099952675269,856.5040475911887,BENIGN,2025-12-06 18:37:14
443,5063,130,96,43917,48277,143537,141,210.57103752573502,168.5042716507371,325.1837962963263,521.551659723876,444.4034954934515,313.558525286643,873.2958773444601,167.60146184132086,419.5589749929823,768.5273702626862,633.1962852417065,389.42101627421755,527.4929408773595,24.48314292216791,285.7365141787381,587.315259140349,464.7277241286729,292.2035487824091,392.36092563011584,363.9355052716522,104.43585502420738,758.6490509150025,206.43873530816404,994.7959562137738,712.1936369678276,149.08253857669652,789.3898184375921,595.5959055579808,961.5771481489484,440.1867652660938,134.3419265301653,568.7451402579605,Web Attack SQL Injection,2025-12-06 18:23:17
22,19331,6,32,4606,3661,56571,14,646.2597545154305,803.8881109734751,214.71510800354054,238.0864885970979,473.29190544128596,792.8080330881805,272.1933066796807,588.3276693423694,868.6378104622946,772.7023693146049,759.0685425822909,560.0853213268887,259.2705379805861,58.25272588308561,543.6890963581503,415.123771484488,103.42845171300519,337.1586016533097,257.13773638212854,240.67000988415955,333.47694941242145,891.555240678888,365.6018020115861,441.97024154134215,400.73941572410666,470.04326838749444,213.92239052629137,258.7760533253142,263.7768700099442,58.9943844313171,418.0156949741841,714.1075038691492,BENIGN,2025-12-06 02:28:05
22,2891,4,23,2101,4176,98341,58,310.5878255687613,735.4935205006714,503.0091144373317,15.235175223126118,442.5258868372555,351.47531029919367,184.58939530027973,498.72972364505387,979.7604730858593,594.2319072292805,942.1769759883808,247.03258712307385,767.2404592934108,320.46348145584403,496.44332857138517,32.79041680302153,273.6798834337144,582.5079023954908,46.31274866842106,238.98609921719893,742.944292712643,395.6535092890312,271.4239117370922,621.0025576779562,364.998261631449,331.53290157779014,126.60419357497999,623.0181624111947,226.13500484227035,498.4446471321187,236.20199291409838,715.7352936290564,BENIGN,2025-12-06 14:39:47
443,40933,22,49,4705,304,20585,52,99.13210313012632,441.28391344017916,559.181018801075,90.65869315445308,23.447124028398104,533.937406287361,484.7267988214921,643.0020446422515,754.6587403956092,120.02046854502402,382.3302379051261,885.4375027013097,199.18873329536834,947.115052787396,608.4641430802387,122.7643107270644,713.9718311451014,741.8538207336917,14.209753104623136,646.341046446376,288.5138436617001,848.506126678243,892.480189147215,354.626073858604,925.5274352799381,592.8916391418284,900.5193604905363,992.3311545962844,911.0608613670388,493.93426806113416,480.57063096138717,902.8073596270084,BENIGN,2025-12-06 12:37:22
