Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Flow Bytes/s,Flow Packets/s,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Label,Timestamp
3306,11747,5,8,183,4475,96228,72,815.204915291983,120.37650242629871,875.4201395286907,162.45763942828984,220.03165661201928,739.9030632882904,400.6071445716284,452.2911492798387,347.0508228155442,40.345854268653,919.4543928371836,720.2572707569652,819.4352995584486,93.60487185767109,467.6850415607109,966.6957492232998,311.75583847624597,666.9944753357673,146.55255887785657,858.5112293488189,578.814976996562,462.79491291568866,259.99929431914694,909.0336064419371,587.0483214320884,119.70826658503464,90.28020717511365,895.0418674967373,132.30332902683594,713.2650406829171,550.1212694101756,662.3384067793326,BENIGN,2025-12-08 22:50:01
443,7229,158,99,38400,38620,136577,282,515.7808624626106,566.7859920756435,330.97236561806767,950.6637097642201,791.0766880305756,404.2333481978805,945.4542127192626,761.0578569791154,802.0413703732505,966.6582793082886,200.82301518037238,963.5276221876373,907.6941751516848,517.6993450049231,145.4507468600733,303.25948597690234,246.8474624718453,889.617620904462,778.3131620166721,703.8631332152229,910.7306387948449,907.3658354006592,321.28054365304405,157.02554642629397,732.0437218268638,635.0668430852836,826.5461125656333,466.89514875088344,6.083951565022838,239.1479346949379,73.24933097166253,31.21581394112294,Web Attack Brute Force,2025-12-09 08:32:49
443,43589,42,31,478,3015,89870,89,308.1284055150424,989.8622873157293,394.47180841086373,236.38620060665528,817.4170156651658,579.1851077684511,267.47038787180657,396.157624907697,357.2311648338532,282.63938338203656,556.7063484177463,177.50707129048004,664.803536448959,382.1831140228666,995.4043300082178,313.4207093689101,236.2988678726715,520.1009071567124,388.58769826492244,539.6193640738963,645.6110867315392,989.6004669742479,229.79189516665122,449.77367025035807,693.5001202194001,817.0541340445681,649.10777056805,478.3761744328419,649.9213211166172,710.6593934101919,25.55708103979959,982.2041993228497,BENIGN,2025-12-09 08:45:39
21,30136,43,30,1870,3446,77493,66,708.5333839490104,235.39503249672643,953.1440605971455,19.834491158168042,613.1391963510738,163.3706963414008,791.0003399825266,115.09625300795723,991.0008822032436,631.0448900832297,486.89899471635647,821.4862572076712,7.637002160998052,198.62109439990184,707.1821204895764,722.6322935965989,282.69850474833737,674.6923256000088,493.8889953584144,392.0095193628781,461.03090869992644,707.8920299254498,226.92285497271502,244.53370182167467,752.79613436731,487.421654081299,881.1421165543408,177.06306633548797,613.174342327955,879.682533015065,951.597171141424,638.5308795692829,BENIGN,2025-12-09 08:18:32
3306,11320,48,24,141,4144,33230,94,364.6529896158791,90.16848900529295,700.5260259499311,462.220671069006,835.6959162133223,371.10256987923907,988.5626047662607,605.06433569604,18.535800926483326,820.0590394839799,859.3066402796507,30.0342446719144,175.09483341823994,149.10809125552882,172.81230426380768,357.67139286253513,319.57475238500757,972.4219073031105,68.50962827352359,57.678357315735894,800.3673677239002,42.299956621439485,709.2491085430183,344.40664049567084,841.7950411475593,522.8121945255749,165.9359499034805,832.8199661071416,8.751862886299255,479.74681591213977,775.3323411257637,886.9935208241162,BENIGN,2025-12-09 19:25:24
22,7854,10,24,3363,346,7494,59,456.42672804204796,732.1985682842325,160.76662368069262,658.8439900510226,129.23702942020475,556.7609674979692,781.2875490998077,928.7409874106039,720.6931031541666,106.01384295471262,859.1033863675427,885.8513227585744,464.7538405093776,955.8622436221136,588.5499472586118,675.7192027032373,542.5092651494757,688.5165613310719,538.5267191785321,436.7965575539562,725.0435934402368,444.03165375735887,941.0572916008582,793.7008257105725,561.2990350861296,910.4634420595745,350.28276111084455,425.2800994965711,960.0546578576759,997.5030558457672,384.64689631308323,804.1866317168885,BENIGN,2025-12-09 05:41:47
80,338864,49,2,3108,529,2611,4,403.23899048576686,816.8704003428156,658.3530078137292,466.0312571876842,740.4746519454128,377.6877269148321,284.0229834343975,408.45695517144685,705.0205742004733,717.7056483526424,994.563735220603,16.183814234542403,763.0647410890964,105.31984450600262,71.3223143416225,360.5381102598137,884.9781376712963,778.5998645484018,918.3859517646838,591.4456670842325,437.0388429411034,688.5497790403299,536.8979591776259,157.8791364837163,871.2806947152671,19.13397783992643,457.35812039522375,318.5715741951574,493.33017964455917,914.9658948878933,725.8026295339953,783.1388484038953,DoS Slowhttptest,2025-12-09 11:32:22
80,1598,10,41,3810,244,42412,52,578.3149775273216,824.4247376205468,530.5138313619871,782.5662043373171,33.47506482112161,999.8937667929274,547.5013783438222,138.79398734721383,294.9415021731384,89.35966299655851,702.8809660245287,67.49126965528995,869.3543592474185,423.9497366323478,437.64763625321456,934.6341942281281,273.7854565711776,851.5434986894837,224.8540372408202,421.69650315476804,565.9606019896397,132.8372135372531,939.6374794152667,294.8126050000999,256.1394648883156,724.9992396858224,406.1754049649821,359.6500101919373,129.1712688336265,684.1205840838403,542.0167974660843,58.43271339883582,BENIGN,2025-12-09 05:18:29
80,36464,24,5,2899,448,49731,24,678.8017331985749,528.5675598174329,50.98409172514062,470.8627536626236,801.8620854459375,543.7119270618455,941.431126956266,777.2168217840228,266.89471009043655,319.87329199056734,405.68258975056114,268.53819488084395,128.34883967461573,439.1461338860448,329.7389807052169,964.383590785755,690.0749150446553,950.3967885786211,745.6692841500314,251.1076021234385,173.39539689241835,544.4569376656731,275.62801403137263,289.46301335637395,927.7716869760736,659.2111988443979,411.61205347849085,89.4583937924428,482.82215919312455,458.34612779732373,306.67578303722456,742.6705864448274,BENIGN,2025-12-09 08:20:42
53598,3489,8,1,534,140,4464,81,737.4682314125283,543.450159810363,705.9955084951976,882.3966217345924,156.27247985161173,22.19897954945438,261.66739049097777,129.8608170237634,385.71375557980804,352.02374696943485,552.5899431510912,827.2235323834044,421.0999588183426,125.19376032553431,524.7756823752861,443.47402874540774,561.018234513197,563.3225643408516,957.5048033804588,483.30118837307776,667.6801325627996,28.858338485400314,347.83840437732783,878.7282634915776,557.264997874382,565.8670278210595,480.73971455041067,210.7989736293252,813.2184811953277,323.2002262506472,373.21685460131846,45.00681472385559,PortScan,2025-12-09 11:55:59
